codigo,nombre,creditos,semestre,prerrequisitos
IET-965,TALLER DE INSTR. ELECTRÓNICA,1,10,IEL-910;IEL-915;IET-700;IET-705;IET-960
DPG-010,ANTEPROYECTO DE GRADO,4,11,ADM-900
IET-922,AUTOMATIZACIÓN DE SISTEMAS IND. Y TECNOLÓGICOS,4,11,IEL-900;IEL-910;IEL-915
IET-924,DESARROLLO DE PROYECTOS ELECTRÓNICOS,4,11,IET-918
IET-930,INSTRUMENTACIÓN BIOMÉDICA,3,11,IET-960;IET-965;IET-935
IET-935,LAB. DE INSTRUMENTACIÓN BIOMÉDICA,1,11,IET-960;IET-965;IET-930
DPG-020,PROYECTO DE GRADO,6,12,
ADM-800,GERENCIA ADMINISTRATIVA,3,12,
DER-676,DERECHO LABORAL,3,12,
ECO-530,ECONOMÍA SOLIDARIA,3,12,
IEL-620,CONTR. ELÉCTRICOS II-A,3,12,IEL-625
IEL-625,TALLER CONTR. ELÉCTRICOS II-A,3,12,IEL-620
IID-240,NEUMÁTICA I,3,12,IID-241
IID-241,LAB. NEUMÁTICA I,3,12,IID-240
IMC-260,MECÁNICA VECTORIAL,3,12,
MAT-560,PROGRAMACIÓN LINEAL,3,12,
SIC-994,MANEJO DE CRISIS,3,12,
SIC-996,LIDERAZGO Y TRABAJO EN EQUIPO,3,12,
SOC-100,SOCIOLOGÍA,3,12,
SOC-280,ANTROPOLOGÍA,3,12,
SOC-480,ETIQUETA Y ROTOCOLO,3,12,
